# Target Sample Rate: 100 Hz
# Max Device Sample Rate: 400 Hz
# Recording started at: 2026-02-07 14:18:13.978
time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
5.678862,-5.7929,0.6845,-1.2313,5.96
5.684380,-6.3280,1.0499,-0.6548,6.45
5.694646,-6.1243,0.6853,-0.2464,6.17
5.711442,-5.0114,-0.0149,-0.3467,5.02
5.716867,-3.6619,-0.5659,-0.8816,3.81
5.730796,-2.2284,-0.6005,-1.5116,2.76
5.735283,-0.8693,-0.3594,-1.9714,2.18
5.745466,0.2721,-0.0109,-2.2766,2.29
5.759093,1.1353,0.3540,-2.0841,2.40
5.765263,1.6540,0.5680,-1.4476,2.27
5.775694,2.0068,0.6827,-0.6364,2.21
5.785297,2.2123,0.7161,-0.0758,2.33
5.795518,2.1016,0.5988,0.2488,2.20
5.809725,1.8136,0.4246,0.4036,1.91
5.815954,1.4631,0.2098,0.2470,1.50
5.825902,1.0638,0.0297,-0.0674,1.07
5.835796,0.6190,-0.1121,-0.3479,0.72
5.845952,0.0028,-0.1924,-0.4853,0.52
5.860197,-0.8029,-0.1316,-0.5508,0.98
5.866189,-1.5732,-0.1285,-0.3508,1.62
5.877497,-2.1264,-0.0514,0.0714,2.13
5.887368,-2.4550,0.1114,0.8336,2.60
5.896475,-2.5887,0.2538,1.9108,3.23
5.912476,-2.5934,0.2266,3.1896,4.12
5.916515,-2.4185,-0.1188,4.3083,4.94
5.928569,-1.9246,-0.6962,4.9264,5.33
5.944716,-1.1082,-1.2855,4.8953,5.18
5.946835,-0.0159,-1.7306,4.0959,4.45
5.962169,1.1080,-1.9227,2.9650,3.70
5.967176,1.9167,-1.8533,1.7202,3.17
5.978871,2.2353,-1.6021,0.7935,2.86
5.987884,2.1479,-1.3506,0.1317,2.54
5.997330,1.6630,-1.3458,0.3188,2.16
6.012103,0.5341,-1.4195,0.7142,1.68
6.017369,-0.9857,-1.5008,1.3502,2.25
6.027906,-2.4510,-1.2077,1.7872,3.26
6.037634,-3.6475,-0.9963,2.0459,4.30
6.047171,-4.5707,-0.8704,2.0432,5.08
6.062050,-5.0003,-0.6899,1.3944,5.24
6.067533,-4.9019,-0.3473,0.6929,4.96
6.078318,-4.0835,0.1314,0.4149,4.11
6.088636,-2.9017,0.7557,0.3253,3.02
6.103266,-1.4551,1.4350,0.4245,2.09
6.110862,0.2065,1.7916,0.7698,1.96
6.118072,1.7631,1.4069,1.3429,2.63
6.128670,2.4182,0.6309,0.5631,2.56
6.143053,2.4025,-0.3788,-0.8703,2.58
6.147908,2.2690,-1.6950,-1.4802,3.20
6.161049,1.9726,-3.1934,-1.7979,4.16
6.168277,1.4416,-4.5742,-3.0271,5.67
6.178846,-0.0940,-5.3442,-4.4896,6.98
6.194284,-2.3738,-4.9441,-5.3641,7.67
6.199103,-4.8702,-3.5752,-5.1989,7.97
6.213454,-6.9804,-2.2151,-4.5275,8.61
6.219050,-8.0690,-1.1041,-3.8459,9.01
6.229209,-7.8532,-0.4320,-3.6628,8.68
6.245607,-6.8893,0.0254,-4.2605,8.10
6.248938,-5.3524,0.4231,-4.8631,7.24
6.261384,-3.7065,0.8293,-5.0378,6.31
6.269592,-2.0492,0.8589,-4.5663,5.08
6.279353,0.2723,0.3813,-3.7718,3.80
6.295476,2.1732,-0.2463,-3.0202,3.73
6.299435,3.2941,-0.5824,-2.4575,4.15
6.311172,3.4412,-0.3724,-2.1578,4.08
6.320368,3.0204,0.4096,-2.2403,3.78
6.329554,2.8485,1.2889,-2.4385,3.97
6.344880,3.2117,1.8344,-2.9365,4.72
6.349732,3.8604,1.9616,-3.8043,5.76
6.361132,3.8967,1.7891,-4.4541,6.18
6.370259,3.1416,1.7493,-4.4782,5.74
6.379817,1.9859,1.8367,-4.2125,5.01
6.394574,0.9255,1.7239,-3.8143,4.29
6.400004,0.1518,1.3632,-3.4414,3.70
6.411055,-0.1913,1.0344,-3.0286,3.21
6.420857,-0.3251,0.9084,-2.4093,2.60
6.430289,-0.4258,0.8616,-1.5429,1.82
6.446200,-0.5776,0.6282,-0.6156,1.05
6.450766,-0.6118,-0.1343,0.2309,0.67
6.463910,-0.5559,-1.3047,1.3335,1.95
6.470789,-0.9101,-2.3919,3.1513,4.06
6.480613,-1.1592,-3.4578,5.3100,6.44
6.495685,-0.7124,-4.3923,7.3936,8.63
6.500736,0.7417,-4.5953,7.9809,9.24
6.511416,2.6152,-3.6730,6.3561,7.79
6.521097,3.7764,-2.1254,4.0668,5.94
6.530972,4.2696,-0.5306,2.1222,4.80
6.545541,4.0943,1.0288,-0.5115,4.25
6.551089,3.5359,2.2211,-3.6725,5.56
6.561483,2.4976,2.7537,-6.1380,7.18
6.571545,1.3834,2.6307,-7.3415,7.92
6.581430,0.8107,1.6290,-7.0509,7.28
6.594075,0.7458,0.0334,-5.5936,5.64
6.601492,1.0870,-1.4128,-3.6819,4.09
6.611647,1.4322,-2.2646,-1.9969,3.34
6.628912,0.6171,-2.8453,-1.6795,3.36
6.644918,-2.7331,-2.5770,-1.3548,3.99
6.651958,-4.1194,-1.6124,-0.9697,4.53
6.661998,-4.9249,-0.4371,-0.7705,5.00
6.678287,-5.3127,0.6635,-0.5830,5.39
6.682179,-5.2331,1.4662,-0.7062,5.48
6.695080,-4.6845,1.6407,-1.0354,5.07
6.702998,-3.6279,1.1736,-1.4932,4.09
6.712390,-2.4593,0.8013,-2.0014,3.27
6.750031,-1.5658,0.6970,-2.4103,2.96
6.762498,0.3697,0.5943,-1.4143,1.58
6.776014,0.7017,0.2240,-1.2568,1.46
6.782981,1.0406,-0.1223,-1.2225,1.61
6.792801,1.4206,-0.6376,-0.9976,1.85
6.802848,1.8063,-1.1129,-0.5046,2.18
6.812955,2.2214,-1.4158,0.1999,2.64
6.826151,2.5040,-1.4449,0.9970,3.06
6.833227,2.5462,-1.3109,1.4601,3.21
6.844443,2.3342,-1.0447,1.6261,3.03
6.853806,1.7907,-0.7921,1.5768,2.51
6.863287,1.0305,-0.6961,1.2897,1.79
6.878635,0.1285,-0.6542,0.9648,1.17
6.883392,-0.6623,-0.6519,0.6372,1.13
6.894415,-1.3868,-0.5709,0.4091,1.55
6.904111,-1.9608,-0.3534,0.3284,2.02
6.913549,-2.3078,-0.0381,0.3904,2.34
6.927506,-2.4182,0.1321,0.5017,2.47
6.933740,-2.3388,0.2657,0.5504,2.42
6.945452,-2.1839,0.3742,0.4789,2.27
6.954381,-1.9821,0.5156,0.2014,2.06
6.963895,-1.6882,0.8053,-0.0387,1.87
6.978224,-1.2081,1.1412,-0.2083,1.67
6.984087,-0.7719,1.1333,-0.2393,1.39
6.995689,-0.3424,0.9304,-0.2581,1.02
7.004842,-0.1780,0.6070,-0.3471,0.72
7.014528,-0.2427,0.3261,-0.4807,0.63
7.028653,-0.4041,0.1880,-0.4706,0.65
7.034415,-0.6407,0.0666,-0.3394,0.73
7.044676,-0.8259,-0.0636,-0.1015,0.83
7.061187,-0.9614,-0.1132,0.2216,0.99
7.064607,-0.9891,-0.1041,0.5667,1.14
7.086567,-0.9814,-0.0878,0.9941,1.40
7.086667,-0.8764,-0.1983,1.4100,1.67
7.095075,-0.7436,-0.3739,1.8972,2.07
7.114367,-0.4261,-0.5514,2.2923,2.40
7.115285,0.0698,-0.7059,2.5952,2.69
7.126109,0.5093,-1.0739,2.9015,3.14
7.135159,0.7390,-2.0167,3.2814,3.92
7.145751,0.2201,-3.9722,3.2961,5.17
7.160638,-0.7022,-5.3174,2.3060,5.84
7.165498,-1.6060,-4.6834,0.4645,4.97
7.176788,-2.2186,-2.6603,-0.7371,3.54
7.186131,-2.3977,-0.8636,-0.4488,2.59
7.196058,-2.1342,0.1763,0.4333,2.18
7.213408,-1.4105,0.5022,1.0224,1.81
7.215919,-0.2011,0.2902,1.4813,1.52
7.229218,0.9130,-0.1172,1.6327,1.87
7.235997,1.8556,-0.6595,2.2338,2.98
7.246702,2.6190,-1.1874,2.3601,3.72
7.263844,2.5457,-1.3974,1.5341,3.28
7.266421,2.0110,-1.3394,0.4480,2.46
7.279157,1.1407,-1.2564,-0.6478,1.82
7.286636,0.3450,-1.2021,-1.2972,1.80
7.296496,-0.2581,-1.2939,-2.1635,2.53
7.311239,-0.7781,-1.4623,-3.0123,3.44
7.316475,-1.3235,-1.6767,-3.4642,4.07
7.327102,-1.4698,-1.8251,-3.5522,4.26
7.337604,-1.7199,-1.6612,-4.0858,4.73
7.347034,-2.0800,-1.0666,-4.3111,4.90
7.360867,-2.3301,-0.5524,-4.5425,5.14
7.366970,-2.1698,-0.2330,-4.5046,5.01
7.377673,-2.0640,-0.1619,-3.9055,4.42
7.387351,-2.0021,-0.4340,-3.2009,3.80
7.397229,-2.1590,-0.6888,-2.3620,3.27
7.411842,-2.2221,-0.8404,-1.8027,2.98
7.417315,-2.0019,-0.7663,-1.8006,2.80
7.427794,-1.9318,-0.7106,-2.0711,2.92
7.438093,-1.9070,-0.5311,-2.2874,3.03
7.447484,-1.5288,-0.3847,-2.2946,2.78
7.460782,-0.9572,-0.3569,-2.0719,2.31
7.467427,-0.0281,-0.3768,-1.7764,1.82
7.478693,1.2488,-0.2568,-1.4638,1.94
7.493321,2.4186,-0.2357,-1.3667,2.79
7.497812,3.1080,-0.1373,-1.0348,3.28
7.512796,3.7843,0.1107,-0.8248,3.87
7.518249,4.4525,0.4556,-0.9732,4.58
7.528266,5.0677,1.0346,-1.3759,5.35
7.544547,5.2430,1.4659,-2.0153,5.81
7.548429,4.7210,1.9638,-2.3823,5.64
7.561333,3.8462,2.4940,-2.6822,5.31
7.568184,2.9683,2.9759,-2.7890,5.04
7.578574,2.3804,3.2385,-2.6286,4.80
7.594471,2.1443,3.1967,-2.4800,4.58
7.598765,1.9972,2.9881,-2.2932,4.26
7.611356,1.8619,2.8214,-1.9002,3.88
7.619282,1.8074,2.6040,-1.3253,3.44
7.629242,1.7520,2.1989,-0.9182,2.96
7.646075,1.4482,1.8890,-0.4632,2.42
7.649001,1.0526,1.6251,0.0083,1.94
7.663000,0.6638,1.3188,0.3279,1.51
7.669186,0.2061,1.1328,0.6015,1.30
7.679930,-0.2814,0.9360,0.9279,1.35
7.695295,-0.5160,0.5540,1.2136,1.43
7.699385,-0.5995,0.1308,1.6454,1.76
7.710991,-0.4924,-0.3595,1.9557,2.05
7.720212,-0.3319,-0.8025,2.3164,2.47
7.731704,-0.0229,-1.4255,2.7376,3.09
7.747266,0.3680,-2.1673,3.2997,3.96
7.750067,0.6887,-2.7773,3.7846,4.74
7.774971,1.0129,-3.1041,3.7215,4.95
7.792827,0.7855,-0.5532,3.3995,3.53
7.800529,1.1478,1.1449,3.1508,3.54
7.810307,1.1623,2.6276,2.0379,3.52
7.820232,1.6592,2.4334,0.1979,2.95
7.830148,3.2109,-0.2972,-1.3019,3.48
7.843440,4.9414,-4.7322,-3.3373,7.61
7.850604,6.5877,-10.0981,-6.6226,13.76
7.860244,7.3660,-16.0197,-8.6161,19.62
7.870423,5.1471,-14.9240,-6.5315,17.08
7.880291,2.2248,-5.4802,-3.4122,6.83
7.894261,-0.0675,1.1950,1.4610,1.89
7.900897,-2.3525,6.0334,5.4488,8.46
7.910901,-1.1692,9.0155,1.3222,9.19
7.920957,1.6765,10.0390,-3.5200,10.77
7.931865,4.4494,8.7451,-6.0235,11.51
7.953044,5.2279,6.6199,-7.2461,11.12
7.953459,4.6158,4.6704,-6.8780,9.51
7.962034,4.3374,1.4077,-4.8928,6.69
7.970910,3.7185,-2.7070,-3.1252,5.56
7.981039,2.4453,-4.9924,-2.1624,5.96
7.992535,1.1575,-5.6722,-1.4678,5.97
8.001116,-0.8372,-4.6762,-0.3832,4.77
8.011247,-3.2603,-2.7313,-0.0256,4.25
8.026000,-4.1773,-0.1359,-1.7103,4.52
8.031351,-4.1265,1.4300,-2.4900,5.03
8.042424,-3.8910,2.0753,-1.9349,4.82
8.051761,-3.6767,1.9726,-0.4485,4.20
8.062333,-3.2637,1.4062,1.5531,3.88
8.078928,-1.5933,0.0530,2.4574,2.93
8.082257,0.5341,-1.1150,1.8621,2.24
8.094602,1.5803,-1.1273,0.8331,2.11
8.102134,1.8270,-0.2961,-0.0944,1.85
8.122162,1.8087,0.4927,-0.9402,2.10
8.123462,1.7419,0.9476,-1.6542,2.58
8.133096,1.6830,0.9881,-1.9779,2.78
8.145665,1.3249,0.8617,-2.0857,2.62
8.152865,0.3934,0.4883,-2.0592,2.15
8.162952,-0.6256,0.0010,-1.6166,1.73
8.176696,-1.3548,-0.3725,-1.1307,1.80
8.183445,-1.5846,-0.3486,-0.8637,1.84
8.193612,-1.2804,-0.0433,-0.6025,1.42
8.203133,-0.6756,0.3992,-0.4107,0.89
8.213305,0.2175,0.5466,-0.2417,0.64
8.228076,1.1579,0.4517,0.1922,1.26
8.234580,2.0107,0.3529,0.8219,2.20
8.245679,2.5195,0.2864,1.5824,2.99
8.253750,2.7196,0.2602,2.1274,3.46
8.263154,2.5947,0.3501,2.2682,3.46
8.277638,1.9963,0.4005,2.3082,3.08
8.283135,1.0260,0.3446,2.2250,2.47
8.294276,-0.0428,0.1463,2.1296,2.14
8.303823,-0.9213,-0.1229,2.0963,2.29
8.313531,-1.4337,-0.4013,2.1840,2.64
8.328341,-1.5896,-0.6021,2.3576,2.91
8.333549,-1.4847,-0.5031,2.3505,2.83
8.344165,-1.1097,-0.2931,2.0303,2.33
8.354490,-0.8610,-0.1999,1.9000,2.10
8.363745,-0.7949,-0.1624,1.7069,1.89
8.378426,-1.1987,-0.1632,1.4028,1.85
8.384673,-1.7015,-0.5372,0.5836,1.88
8.394235,-2.1957,-0.8419,-0.3836,2.38
8.403999,-2.3689,-1.1713,-0.7855,2.76
8.414426,-2.0870,-1.4404,-0.2411,2.55
8.428928,-1.8159,-1.5844,1.3721,2.77
8.434806,-1.5450,-1.5977,2.8486,3.61
8.444925,-1.7819,-1.7343,3.5950,4.37
8.460979,-2.2394,-2.2960,2.6931,4.19
8.464884,-2.9660,-2.7112,1.7823,4.40
8.477209,-3.7321,-2.8347,1.5597,4.94
8.485450,-4.1787,-3.0508,2.2152,5.63
8.495617,-3.9304,-3.1055,2.6935,5.69
8.505630,-3.2249,-2.9636,3.0653,5.35
8.515547,-2.3672,-2.4302,2.9332,4.48
8.527807,-1.2272,-1.6721,2.8402,3.52
8.535874,0.2258,-0.8902,2.8063,2.95
8.545620,1.8379,-0.5311,2.7267,3.33
8.560804,3.1866,-0.6869,2.3853,4.04
8.565710,4.2728,-1.2005,1.9794,4.86
8.577011,4.6051,-2.1058,0.5550,5.09
8.586207,4.6220,-3.0771,-0.9389,5.63
8.596266,4.1747,-3.4586,-2.9506,6.17
8.611363,3.3457,-3.5245,-4.8273,6.85
8.616447,2.2409,-3.4933,-5.9423,7.25
8.627799,0.4432,-3.1155,-6.6245,7.33
8.636303,-0.6448,-2.6118,-6.0019,6.58
8.646205,-1.0265,-2.1684,-4.2535,4.88
8.661550,-1.2151,-1.9382,-2.0036,3.04
8.666059,-1.3330,-1.7781,0.2773,2.24
8.677022,-1.3231,-1.7291,1.6337,2.72
8.686233,-1.0812,-1.6357,1.1233,2.26
8.696415,-0.6263,-1.4310,-0.2758,1.59
8.711411,-0.1390,-1.1060,-1.8132,2.13
8.716504,0.5061,-0.5470,-3.0758,3.16
8.728297,0.9928,0.1061,-3.8189,3.95
8.740431,1.4011,0.7405,-4.0816,4.38
8.758142,1.8166,1.1516,-3.9662,4.51
8.770334,2.5979,1.6343,-3.7191,4.82
8.780425,2.7904,2.0879,-3.6076,5.02
8.796960,2.8132,3.2303,-3.6555,5.63
8.809294,3.0565,3.4608,-4.0429,6.14
8.817756,3.3863,3.7079,-4.4032,6.68
8.827177,3.7066,3.9186,-4.5828,7.08
8.837190,4.0491,4.2894,-4.5597,7.46
8.847362,4.4559,4.6350,-4.5899,7.90
8.861155,4.8472,4.6656,-4.5028,8.10
8.867720,5.0257,5.0336,-4.1635,8.24
8.877524,4.9096,5.0828,-3.9230,8.08
8.887565,4.5765,4.9402,-3.4333,7.56
8.897639,4.1258,4.5955,-2.5814,6.69
8.910030,3.5792,4.1115,-1.0411,5.55
8.918230,2.9899,3.3276,0.4766,4.50
8.928273,1.9969,1.8565,2.4887,3.69
8.945690,0.4399,-0.7913,5.6156,5.69
8.948137,-1.3348,-5.0246,7.8906,9.45
8.961118,-2.9941,-9.7471,9.5126,13.94
8.968213,-3.5713,-12.5320,10.1503,16.52
8.978354,-3.4975,-11.8377,9.2312,15.41
8.993373,-3.1750,-8.0629,7.1456,11.23
8.998620,-1.9007,-3.4391,3.6617,5.37
9.010370,-0.7847,0.4027,0.6341,1.09
9.019259,0.5933,2.7240,-0.9709,2.95
9.028729,2.7420,1.7717,-1.6704,3.67
9.045801,4.5231,-1.1255,-3.0891,5.59
9.048715,5.2448,-3.2213,-4.8139,7.81
9.061453,5.9269,-6.1302,-6.2277,10.56
9.069334,6.2689,-9.5000,-7.5197,13.64
9.079346,5.5352,-10.6752,-6.6713,13.75
9.093758,2.8836,-7.1056,-2.8397,8.18
9.099101,-0.0362,-0.4068,2.2709,2.31
9.109997,-1.1863,5.3071,1.5858,5.66
9.119638,-0.0200,8.1927,-3.3616,8.86
9.130562,2.0692,8.7385,-6.4667,11.07
9.145034,3.3354,7.7513,-6.6100,10.72
9.149491,3.7381,6.1589,-5.7770,9.23
9.159900,4.0696,3.9392,-4.0780,6.98
9.169880,4.4754,0.1458,-2.2531,5.01
9.179725,3.5675,-3.0391,-1.4467,4.90
9.193630,1.8969,-4.2980,-1.7239,5.00
9.199805,0.3863,-4.0658,-1.9708,4.53
9.210495,-1.8096,-2.8842,-1.0158,3.55
9.220693,-3.8602,-0.9997,-0.3730,4.00
9.230086,-4.7899,0.8943,-0.6541,4.92
9.245531,-4.8525,1.7236,-0.4834,5.17
9.250438,-4.1279,1.7225,-0.0972,4.47
9.261406,-2.5699,1.1693,0.4322,2.86
9.270919,-0.5310,0.2370,0.6249,0.85
9.281184,0.9422,-0.2351,0.2812,1.01
9.294079,1.5721,-0.0503,-0.0201,1.57
9.301249,1.6803,0.3706,-0.1684,1.73
9.311550,1.6729,0.8302,-0.1659,1.87
9.321556,1.6027,1.1983,-0.2832,2.02
9.331147,1.3836,1.3433,-0.4760,1.99
9.344529,0.9895,1.2030,-0.5928,1.67
9.351710,0.3626,0.8061,-0.6888,1.12
9.361491,-0.4031,0.3763,-0.8887,1.05
9.371565,-0.9378,0.0231,-1.0063,1.38
9.381413,-1.1725,-0.1069,-1.0794,1.60
9.393709,-0.9677,0.1041,-1.0757,1.45
9.402219,-0.4921,0.4167,-0.8320,1.05
9.411738,0.1519,0.8050,-0.3322,0.88
9.427209,0.9239,1.0071,0.0802,1.37
9.434045,1.6302,0.9280,0.8524,2.06
9.446580,2.1991,0.6197,1.3772,2.67
9.451615,2.5435,0.1762,1.7905,3.12
9.461793,2.6156,-0.1799,2.3343,3.51
9.477058,2.3003,-0.4052,3.0621,3.85
9.482008,1.3163,-0.3842,3.5014,3.76
9.493999,-0.1925,-0.5359,3.8260,3.87
9.502535,-1.4554,-0.8131,3.5772,3.95
9.512113,-2.2374,-1.1319,2.8071,3.76
9.527132,-2.5019,-1.0118,1.7978,3.24
9.532306,-2.9202,-1.1037,0.9052,3.25
9.545107,-3.4646,-1.4391,0.1213,3.75
9.553011,-4.1880,-1.6145,-0.0422,4.49
9.562537,-4.3599,-1.7067,0.6207,4.72
9.577506,-4.3156,-1.8980,2.3098,5.25
9.582833,-3.9678,-2.5219,3.6599,5.96
9.593448,-4.0431,-4.3982,3.8048,7.08
9.603126,-4.1577,-4.4220,3.5129,7.01
9.612851,-4.5651,-3.7271,3.3687,6.79
9.627549,-5.1782,-3.3118,3.7245,7.19
9.632818,-5.4000,-3.1614,3.7072,7.27
9.643673,-4.6814,-3.2791,3.3666,6.63
9.653601,-3.3180,-2.7966,3.1555,5.37
9.663534,-1.3840,-1.7864,2.5696,3.42
9.677216,0.6936,-0.9661,1.6525,2.04
9.684005,2.1776,-0.8049,0.7007,2.43
9.694260,3.5772,-1.2259,-0.2750,3.79
9.704017,4.4679,-1.9900,-1.2170,5.04
9.713652,4.8001,-2.9947,-2.0659,6.02
9.727252,4.9700,-3.4808,-3.1378,6.83
9.733547,4.8546,-3.5342,-4.4479,7.47
9.747411,4.4819,-3.5003,-5.5301,7.93
9.754029,3.3132,-3.3944,-5.9218,7.59
9.764218,1.9507,-3.1077,-5.3506,6.49
9.777573,1.0406,-2.6079,-3.4354,4.44
9.784449,0.3265,-2.1554,-1.1292,2.46
9.794607,-0.0938,-1.9158,0.7512,2.06
9.804220,-0.3857,-1.6408,1.5930,2.32
9.814397,-0.3220,-1.4524,0.2012,1.50
9.826608,0.0180,-1.1517,-2.0656,2.37
9.834910,0.4511,-0.7522,-3.8640,3.96
9.845432,0.9001,-0.2053,-5.0958,5.18
9.862153,1.4152,0.4477,-5.3992,5.60
9.877231,2.3340,1.4329,-4.6192,5.37
9.885295,2.6645,1.8087,-4.0526,5.18
9.895257,2.9169,2.1184,-3.8302,5.26
9.910981,3.1242,2.4718,-3.5765,5.35
9.915342,3.2750,2.7852,-3.6888,5.66
9.927566,3.4143,2.9883,-4.2842,6.24
9.935826,3.3918,3.2560,-5.1388,6.97
9.947748,3.4945,3.7377,-5.5728,7.57
9.962326,3.6518,4.2465,-5.6906,7.98
9.965470,4.0016,4.7260,-5.5597,8.32
9.977931,4.4873,5.2904,-5.3446,8.76
9.986022,4.8625,5.5687,-5.1240,8.99
9.996236,5.0896,5.7991,-4.5866,8.98
10.009942,5.1975,5.8362,-3.9561,8.76
10.015975,5.1711,5.3719,-2.8946,8.00
10.027257,4.8414,4.7005,-1.3443,6.88
10.036529,4.0528,3.6064,1.1353,5.54
10.046382,2.8994,1.2557,5.4506,6.30
10.063069,0.7097,-3.5176,10.2269,10.84
10.066455,-2.8540,-10.6820,12.1870,16.46
10.078749,-4.6384,-16.3540,13.7342,21.85
10.086888,-4.6716,-16.9916,13.7015,22.32
10.106687,-3.6143,-11.9820,9.2081,15.54
10.107983,-1.7182,-5.2535,4.1908,6.94
10.116530,-0.8143,0.3113,0.8081,1.19
10.127772,0.1037,4.3466,-0.8133,4.42
10.137064,1.7048,7.1431,-1.4691,7.49
10.146831,4.2149,7.8101,-0.9515,8.93
10.160365,6.7686,3.9490,-2.9764,8.38
10.167020,7.2485,-1.6754,-6.1273,9.64
10.177227,7.1159,-6.6430,-8.9693,13.24
10.187224,5.5276,-9.9573,-8.6301,14.29
10.197166,2.2614,-10.8020,-5.4379,12.30
10.215210,-1.0285,-9.0368,5.0015,10.38
10.217523,-1.0355,-2.8677,5.9931,6.72
10.229800,0.3265,3.0346,-3.3313,4.52
10.237685,1.7080,5.7308,-9.3394,11.09
10.247489,2.7496,5.9727,-10.1626,12.10
10.261128,3.2670,4.7482,-8.5253,10.29
10.267739,3.3449,3.9055,-6.0441,7.94
10.277952,3.1956,3.1175,-3.6776,5.78
10.287966,2.9431,1.2564,-2.0956,3.83
10.298042,2.3252,-0.6405,-1.4566,2.82
10.310715,1.3702,-1.8763,-1.2681,2.65
10.318537,-0.0258,-2.6791,-1.0037,2.86
10.328152,-1.9320,-3.0412,-0.9826,3.73
10.339806,-3.4876,-1.6891,-1.5005,4.16
10.348278,-4.3837,0.1267,-1.2419,4.56
10.361141,-4.2913,0.9226,-0.4982,4.42
10.368625,-3.3524,1.1414,0.1995,3.55
10.378667,-1.6170,1.1765,0.0902,2.00
10.394465,0.9443,0.8873,-0.5752,1.42
10.398574,2.9450,0.4535,-1.2513,3.23
10.410070,3.6914,0.5662,-1.1600,3.91
10.419256,3.6162,0.9364,-0.5570,3.78
10.428832,3.2657,1.1885,0.0151,3.48
10.444540,2.3582,1.1364,0.2595,2.63
10.449028,1.1721,0.7463,0.0736,1.39
10.460522,-0.1200,0.1826,0.0910,0.24
10.469581,-1.2781,-0.1125,0.3301,1.32
10.479223,-1.8606,-0.2249,0.6740,1.99
10.493164,-1.8664,-0.1401,0.7678,2.02
10.499760,-1.5094,-0.0980,0.5270,1.60
10.510173,-1.2596,-0.0622,0.2590,1.29
10.520357,-1.1397,0.1179,-0.0321,1.15
10.529749,-0.9738,0.4468,0.0257,1.07
10.544444,-0.6570,0.8589,0.2881,1.12
10.549865,-0.1045,1.0108,0.6559,1.21
10.560766,0.4877,0.8213,1.3172,1.63
10.570709,1.1082,0.3616,1.9551,2.28
10.588792,1.3723,-0.1049,2.7564,3.08
10.591176,1.4104,-0.3108,3.8882,4.15
10.600726,1.0110,-0.4755,4.7496,4.88
10.611637,-0.0888,-0.8044,4.9414,5.01
10.620823,-1.4022,-1.3740,4.2773,4.71
10.630552,-2.6564,-1.6793,3.1577,4.46
10.643460,-3.7566,-1.8344,2.1675,4.71
10.650900,-4.6521,-2.1316,1.2061,5.26
10.660837,-5.1916,-2.4765,0.4858,5.77
10.671054,-5.1083,-2.4726,0.6904,5.72
10.680775,-4.5687,-2.5361,2.1051,5.63
10.695088,-4.1602,-3.6840,3.4701,6.55
10.701388,-3.9296,-4.6607,3.9289,7.25
10.710968,-3.5970,-4.4624,4.3179,7.18
10.727021,-3.5140,-3.8299,4.4507,6.84
10.731317,-3.7193,-2.9822,4.6164,6.64
10.743544,-3.7596,-2.6023,4.5556,6.45
10.751527,-3.2828,-2.3335,3.7353,5.49
10.765784,-2.3285,-1.5255,2.6539,3.85
10.771364,-0.7972,-0.6480,1.8277,2.10
10.781702,0.7219,-0.1982,0.9788,1.23
10.793566,2.0439,-0.3165,-0.0911,2.07
10.802025,3.1879,-0.9476,-0.4522,3.36
10.811658,4.1935,-1.9637,-1.5336,4.88
10.828087,4.8502,-2.9778,-3.1095,6.49
10.831729,4.9904,-3.4267,-4.3509,7.45
10.844924,4.9244,-3.7343,-5.3831,8.20
10.852388,4.3512,-3.8946,-5.7263,8.18
10.862265,2.7680,-3.6555,-5.3116,7.02
10.877264,1.4047,-3.1454,-4.4817,5.65
10.882204,0.4985,-2.3974,-2.4540,3.47
10.894099,-0.0655,-1.7605,-0.5838,1.86
10.902735,-0.5030,-1.2057,0.7933,1.53
10.912514,-0.4220,-0.7398,0.7820,1.16
10.927792,-0.2285,-0.3493,-0.6252,0.75
10.932519,0.0655,0.0037,-2.2585,2.26
10.944998,0.5860,0.2738,-3.5891,3.65
10.953246,1.1625,0.5226,-4.4171,4.60
10.962936,1.5802,0.8735,-4.5109,4.86
10.976826,1.9413,1.1381,-4.3401,4.89
10.982911,2.2755,1.3258,-4.0914,4.87
10.993456,2.5931,1.4809,-4.0140,5.00
11.010544,2.8088,1.8421,-4.1428,5.33
11.012998,3.0148,2.3003,-4.3471,5.77
11.027574,3.3498,2.7504,-4.5151,6.26
11.033185,3.6949,3.0987,-4.8291,6.82
11.043695,3.8824,3.4513,-5.1505,7.32
11.053846,4.0252,3.7743,-5.2902,7.64
11.063620,4.2270,4.1893,-5.1289,7.86
11.077561,4.4480,4.6500,-4.8262,8.04
11.083567,4.7043,4.8833,-4.2885,8.02
11.094721,4.9615,4.8263,-3.7257,7.86
11.104470,4.9515,4.4141,-3.0340,7.29
11.114156,4.6969,3.6985,-1.9590,6.29
11.127690,4.0823,2.7537,-0.6086,4.96
11.133931,3.1410,1.4830,0.9804,3.61
11.143994,1.8313,-0.1694,2.9725,3.50
11.154418,-0.1769,-2.2313,5.1657,5.63
11.164480,-1.9441,-4.5700,6.9197,8.52
11.177507,-2.1601,-6.7643,8.0344,10.72
11.185121,-1.5954,-7.9628,8.9420,12.08
11.194787,-1.7023,-7.4399,8.3471,11.31
11.204786,-1.8087,-5.6793,6.5474,8.85
11.214764,-0.9649,-3.5756,4.0218,5.47
11.227344,-0.0270,-1.3818,1.7438,2.23
