# Target Sample Rate: 400 Hz
# Max Device Sample Rate: 400 Hz
# Recording started at: 2026-02-07 14:09:31.798
time,ωₓ (rad/s),ωᵧ (rad/s),ωᶻ (rad/s),ω_total (rad/s)
2.275952,-0.616,0.619,1.037,1.356
2.282461,-0.589,0.597,1.088,1.374
2.282751,-0.559,0.574,1.138,1.392
2.283293,-0.524,0.548,1.189,1.410
2.285762,-0.482,0.523,1.242,1.432
2.288258,-0.438,0.499,1.294,1.454
2.290977,-0.388,0.476,1.345,1.478
2.293668,-0.333,0.450,1.395,1.503
2.299016,-0.275,0.425,1.445,1.531
2.299307,-0.212,0.395,1.492,1.557
2.301011,-0.144,0.357,1.534,1.582
2.303535,-0.071,0.320,1.572,1.606
2.305995,0.007,0.274,1.603,1.626
2.308421,0.087,0.222,1.624,1.641
2.315850,0.168,0.166,1.639,1.656
2.318624,0.400,-0.006,1.657,1.704
2.321148,0.472,-0.055,1.653,1.720
2.323549,0.535,-0.103,1.645,1.733
2.326155,0.595,-0.149,1.639,1.750
2.332363,0.649,-0.195,1.631,1.766
2.333182,0.698,-0.242,1.624,1.784
2.333786,0.737,-0.287,1.618,1.802
2.336533,0.778,-0.333,1.614,1.823
2.338526,0.811,-0.377,1.612,1.844
2.341186,0.838,-0.421,1.611,1.864
2.344039,0.862,-0.461,1.615,1.888
2.352275,0.877,-0.495,1.625,1.912
2.356429,0.913,-0.601,1.681,2.006
2.358879,0.920,-0.630,1.697,2.031
2.369215,0.922,-0.660,1.715,2.056
2.374176,0.941,-0.809,1.835,2.215
2.376493,0.947,-0.832,1.862,2.249
2.383884,0.956,-0.845,1.893,2.283
2.386521,0.997,-0.877,1.969,2.375
2.389027,1.013,-0.884,1.992,2.404
2.391567,1.030,-0.886,2.013,2.428
2.395289,1.047,-0.888,2.034,2.454
2.400438,1.068,-0.889,2.053,2.479
2.400813,1.087,-0.889,2.067,2.499
2.401705,1.110,-0.889,2.076,2.516
2.404290,1.133,-0.891,2.081,2.531
2.406698,1.154,-0.893,2.081,2.542
2.409231,1.181,-0.894,2.079,2.552
2.416139,1.211,-0.889,2.080,2.566
2.416443,1.240,-0.886,2.078,2.577
2.417065,1.272,-0.876,2.079,2.590
2.419341,1.302,-0.863,2.071,2.594
2.421777,1.335,-0.848,2.069,2.604
2.424297,1.366,-0.837,2.064,2.612
2.427020,1.393,-0.824,2.058,2.618
2.432368,1.423,-0.809,2.050,2.624
2.432666,1.455,-0.787,2.043,2.629
2.434536,1.486,-0.759,2.033,2.630
2.437089,1.520,-0.725,2.022,2.632
2.439435,1.551,-0.688,2.012,2.632
2.442081,1.581,-0.645,2.002,2.631
2.449013,1.612,-0.599,1.987,2.628
2.451925,1.693,-0.456,1.919,2.599
2.454781,1.712,-0.409,1.889,2.582
2.457070,1.728,-0.366,1.859,2.565
2.459714,1.735,-0.331,1.829,2.543
2.465531,1.736,-0.305,1.806,2.523
2.465830,1.727,-0.282,1.786,2.500
2.467308,1.714,-0.257,1.766,2.474
2.469624,1.693,-0.239,1.747,2.445
2.472230,1.669,-0.221,1.725,2.410
2.474883,1.639,-0.208,1.705,2.374
2.482180,1.606,-0.201,1.685,2.336
2.484817,1.498,-0.155,1.608,2.203
2.487199,1.462,-0.129,1.579,2.156
2.489659,1.428,-0.092,1.556,2.114
2.492400,1.390,-0.044,1.528,2.066
2.499024,1.354,0.007,1.501,2.022
2.499324,1.316,0.066,1.478,1.980
2.499977,1.279,0.126,1.453,1.940
2.502355,1.242,0.194,1.429,1.903
2.504957,1.207,0.268,1.401,1.869
2.507399,1.170,0.345,1.372,1.836
2.510025,1.129,0.425,1.341,1.804
2.515962,1.087,0.507,1.306,1.773
2.516261,1.041,0.587,1.267,1.742
2.518082,0.992,0.661,1.223,1.708
2.520258,0.944,0.725,1.168,1.668
2.522387,0.894,0.777,1.111,1.624
2.524925,0.844,0.821,1.051,1.578
2.534488,0.790,0.856,0.986,1.526
2.537579,0.581,0.942,0.692,1.305
2.539839,0.535,0.950,0.614,1.251
2.542633,0.487,0.956,0.536,1.200
2.549843,0.446,0.956,0.455,1.149
2.552501,0.334,0.944,0.228,1.027
2.555217,0.301,0.942,0.163,1.002
2.557510,0.270,0.937,0.106,0.981
2.560013,0.235,0.933,0.057,0.963
2.567705,0.204,0.926,0.012,0.948
2.573869,0.067,0.865,-0.097,0.872
2.575589,0.030,0.834,-0.109,0.841
2.583497,-0.004,0.796,-0.121,0.805
2.587604,-0.150,0.597,-0.150,0.634
2.590206,-0.180,0.536,-0.159,0.588
2.592837,-0.202,0.477,-0.165,0.543
2.599180,-0.221,0.415,-0.175,0.502
2.602845,-0.254,0.244,-0.215,0.413
2.605467,-0.259,0.199,-0.230,0.399
2.607704,-0.264,0.158,-0.241,0.391
2.615365,-0.265,0.123,-0.253,0.387
2.617926,-0.271,0.021,-0.301,0.406
2.622785,-0.280,-0.052,-0.352,0.453
2.625340,-0.285,-0.077,-0.370,0.474
2.631969,-0.294,-0.098,-0.382,0.492
2.635608,-0.312,-0.131,-0.395,0.520
2.638111,-0.315,-0.145,-0.395,0.526
2.640592,-0.320,-0.158,-0.399,0.536
2.643279,-0.326,-0.165,-0.396,0.538
2.648857,-0.332,-0.168,-0.386,0.536
2.648970,-0.330,-0.169,-0.374,0.526
2.650759,-0.329,-0.162,-0.360,0.514
2.653259,-0.325,-0.157,-0.345,0.499
2.655917,-0.320,-0.158,-0.332,0.488
2.658300,-0.314,-0.156,-0.327,0.479
2.667034,-0.305,-0.152,-0.315,0.464
2.671490,-0.244,-0.106,-0.255,0.369
2.674000,-0.218,-0.090,-0.243,0.338
2.676849,-0.198,-0.072,-0.230,0.312
2.686648,-0.177,-0.054,-0.217,0.285
2.691050,-0.055,0.058,-0.158,0.177
2.693528,-0.032,0.075,-0.142,0.164
2.704096,-0.010,0.092,-0.125,0.156
2.708478,0.053,0.128,-0.002,0.139
2.718446,0.058,0.117,0.028,0.133
2.721314,0.051,0.004,0.152,0.160
2.723673,0.050,-0.025,0.184,0.192
2.726262,0.048,-0.059,0.212,0.226
2.734923,0.047,-0.096,0.244,0.267
2.738814,0.077,-0.261,0.315,0.416
2.741509,0.091,-0.304,0.320,0.451
2.750196,0.110,-0.351,0.317,0.485
2.754665,0.185,-0.562,0.263,0.648
2.756575,0.203,-0.618,0.242,0.694
2.758977,0.225,-0.676,0.218,0.745
2.766014,0.247,-0.735,0.194,0.799
2.769160,0.303,-0.933,0.108,0.986
2.771438,0.321,-1.001,0.077,1.054
2.774351,0.337,-1.069,0.042,1.122
2.784533,0.354,-1.130,0.004,1.184
2.789320,0.433,-1.374,-0.220,1.457
2.791699,0.450,-1.394,-0.273,1.490
2.802710,0.469,-1.393,-0.332,1.507
2.806970,0.584,-1.018,-0.702,1.367
2.809355,0.602,-0.871,-0.792,1.322
2.818523,0.609,-0.702,-0.884,1.283
2.822040,0.423,0.325,-1.271,1.379
2.824571,0.260,0.654,-1.367,1.538
2.827246,0.035,0.966,-1.464,1.754
2.834004,-0.256,1.232,-1.560,2.004
2.837493,-1.422,1.571,-1.801,2.781
2.839791,-1.807,1.538,-1.876,3.025
2.842361,-2.168,1.455,-1.951,3.259
2.850081,-2.491,1.332,-2.030,3.479
2.855063,-3.428,0.618,-2.386,4.222
2.857683,-3.581,0.446,-2.467,4.371
2.860023,-3.702,0.291,-2.541,4.500
2.866597,-3.801,0.152,-2.611,4.613
2.870119,-3.955,-0.154,-2.771,4.832
2.872481,-3.971,-0.243,-2.822,4.877
2.875170,-3.973,-0.322,-2.854,4.903
2.883143,-3.963,-0.394,-2.871,4.909
2.887558,-3.825,-0.659,-2.847,4.814
2.890090,-3.775,-0.709,-2.823,4.767
2.892941,-3.725,-0.744,-2.780,4.707
2.900104,-3.665,-0.766,-2.723,4.630
2.902810,-3.450,-0.789,-2.537,4.355
2.905486,-3.362,-0.781,-2.471,4.245
2.907929,-3.265,-0.766,-2.406,4.127
2.910612,-3.159,-0.748,-2.341,4.003
2.917063,-3.046,-0.721,-2.275,3.870
2.917385,-2.926,-0.690,-2.206,3.729
2.918221,-2.802,-0.647,-2.138,3.584
2.920437,-2.675,-0.601,-2.066,3.433
2.922869,-2.548,-0.558,-2.002,3.288
2.925482,-2.425,-0.518,-1.938,3.148
2.933402,-2.306,-0.482,-1.879,3.013
2.938049,-1.907,-0.410,-1.670,2.567
2.940499,-1.829,-0.389,-1.632,2.482
2.943259,-1.761,-0.370,-1.605,2.411
2.949871,-1.698,-0.349,-1.584,2.348
2.953071,-1.556,-0.257,-1.562,2.220
2.955867,-1.520,-0.215,-1.556,2.186
2.958339,-1.487,-0.166,-1.550,2.154
2.968794,-1.455,-0.115,-1.537,2.119
2.973004,-1.313,0.166,-1.441,1.957
2.975545,-1.288,0.224,-1.416,1.927
2.988136,-1.260,0.284,-1.387,1.895
2.990733,-1.050,0.449,-1.207,1.661
2.993253,-0.991,0.449,-1.173,1.600
3.006318,-0.932,0.436,-1.133,1.531
3.022007,-0.559,0.160,-0.968,1.129
3.026120,-0.274,-0.158,-0.873,0.929
3.037845,-0.232,-0.200,-0.855,0.908
3.041389,-0.047,-0.316,-0.760,0.825
3.043719,-0.007,-0.331,-0.748,0.818
3.052496,0.035,-0.345,-0.734,0.811
3.056176,0.232,-0.312,-0.692,0.793
3.058794,0.286,-0.287,-0.684,0.795
3.067954,0.341,-0.262,-0.680,0.805
3.071106,0.540,-0.179,-0.690,0.895
3.073748,0.577,-0.172,-0.696,0.920
3.076166,0.605,-0.168,-0.707,0.946
3.083563,0.631,-0.167,-0.718,0.970
3.086224,0.650,-0.202,-0.760,1.020
3.088712,0.644,-0.215,-0.781,1.034
3.091177,0.633,-0.233,-0.793,1.041
3.099463,0.609,-0.259,-0.805,1.042
3.103933,0.464,-0.344,-0.849,1.026
3.106470,0.412,-0.362,-0.854,1.015
3.109193,0.363,-0.379,-0.855,1.003
3.115687,0.309,-0.393,-0.858,0.993
3.119249,0.154,-0.455,-0.853,0.979
3.121689,0.108,-0.485,-0.848,0.983
3.124164,0.067,-0.517,-0.836,0.985
3.126811,0.031,-0.547,-0.818,0.984
3.132520,0.000,-0.581,-0.796,0.986
3.132625,-0.020,-0.618,-0.771,0.988
3.134572,-0.034,-0.659,-0.741,0.992
3.136800,-0.046,-0.694,-0.710,0.994
3.139316,-0.047,-0.726,-0.676,0.993
3.141691,-0.042,-0.750,-0.637,0.985
3.149232,-0.035,-0.765,-0.596,0.971
3.151736,0.023,-0.766,-0.454,0.891
3.154358,0.049,-0.750,-0.407,0.855
3.156949,0.077,-0.714,-0.352,0.800
3.159628,0.109,-0.672,-0.298,0.743
3.166953,0.142,-0.622,-0.239,0.681
3.167279,0.174,-0.563,-0.180,0.616
3.167570,0.207,-0.499,-0.119,0.553
3.169760,0.238,-0.432,-0.061,0.497
3.172263,0.272,-0.362,-0.004,0.453
3.174815,0.304,-0.290,0.051,0.423
3.184177,0.334,-0.215,0.108,0.411
3.187251,0.445,0.133,0.316,0.561
3.189773,0.474,0.224,0.368,0.641
3.192242,0.500,0.312,0.413,0.719
3.202752,0.523,0.402,0.460,0.804
3.207445,0.636,0.772,0.648,1.192
3.209991,0.659,0.837,0.676,1.261
3.218579,0.682,0.894,0.699,1.324
3.222635,0.788,1.116,0.774,1.570
3.225029,0.815,1.167,0.786,1.626
3.234363,0.841,1.210,0.797,1.675
3.237758,0.917,1.329,0.825,1.813
3.240173,0.929,1.336,0.828,1.826
3.242659,0.932,1.333,0.826,1.825
3.250329,0.925,1.317,0.820,1.806
3.255353,0.835,1.125,0.782,1.605
3.257886,0.796,1.026,0.768,1.509
3.260840,0.756,0.914,0.755,1.405
3.267222,0.716,0.786,0.738,1.294
3.270442,0.601,0.325,0.670,0.957
3.273092,0.567,0.153,0.643,0.871
3.275637,0.542,-0.013,0.610,0.816
3.287946,0.522,-0.178,0.578,0.799
3.293005,0.498,-1.063,0.267,1.203
3.305422,0.498,-1.168,0.202,1.286
3.308144,0.467,-1.227,-0.057,1.314
3.321266,0.449,-1.145,-0.086,1.232
3.325732,0.281,-0.376,-0.091,0.478
3.336597,0.260,-0.241,-0.077,0.363
3.340859,0.247,0.324,-0.007,0.408
3.343356,0.254,0.401,-0.008,0.475
3.352302,0.255,0.464,-0.015,0.530
3.356151,0.254,0.668,-0.066,0.718
3.358616,0.254,0.730,-0.072,0.776
3.368063,0.255,0.794,-0.074,0.837
3.371162,0.261,1.036,-0.060,1.070
3.373725,0.266,1.076,-0.058,1.110
3.376217,0.271,1.104,-0.060,1.138
3.384316,0.275,1.128,-0.070,1.163
3.388805,0.260,1.073,-0.157,1.115
3.391226,0.239,1.018,-0.193,1.063
3.393952,0.209,0.951,-0.229,1.000
3.400613,0.177,0.879,-0.264,0.935
3.403852,0.109,0.689,-0.355,0.783
3.406406,0.105,0.643,-0.381,0.755
3.409101,0.113,0.607,-0.403,0.737
3.417193,0.137,0.578,-0.420,0.728
3.421605,0.335,0.454,-0.426,0.707
3.423975,0.387,0.410,-0.419,0.702
3.426471,0.435,0.365,-0.405,0.698
3.433694,0.478,0.319,-0.395,0.697
3.436758,0.576,0.205,-0.353,0.706
3.439192,0.601,0.178,-0.338,0.712
3.441620,0.626,0.166,-0.321,0.723
3.450522,0.651,0.158,-0.303,0.736
3.454377,0.709,0.157,-0.204,0.754
3.456856,0.714,0.155,-0.177,0.752
3.459296,0.712,0.156,-0.148,0.744
3.468618,0.706,0.155,-0.117,0.732
3.471796,0.598,0.120,-0.003,0.610
3.474555,0.549,0.094,0.015,0.557
3.476956,0.497,0.067,0.030,0.502
3.484957,0.436,0.036,0.036,0.439
3.489495,0.163,-0.082,0.031,0.185
3.491908,0.097,-0.101,0.028,0.143
3.501466,0.033,-0.116,0.023,0.122
3.504616,-0.205,-0.125,-0.001,0.240
3.507162,-0.259,-0.112,-0.006,0.282
3.509795,-0.310,-0.087,-0.007,0.322
3.517964,-0.358,-0.053,-0.003,0.362
3.522350,-0.509,0.168,0.067,0.540
3.524835,-0.532,0.243,0.096,0.593
3.527262,-0.551,0.325,0.133,0.653
3.534276,-0.562,0.413,0.175,0.719
3.537554,-0.563,0.672,0.338,0.939
3.539790,-0.556,0.760,0.402,1.024
3.542428,-0.542,0.841,0.468,1.105
3.550685,-0.524,0.916,0.533,1.182
3.555082,-0.445,1.115,0.749,1.415
3.557508,-0.424,1.138,0.791,1.449
3.566948,-0.402,1.153,0.831,1.477
3.570053,-0.326,1.150,0.996,1.556
3.572485,-0.302,1.130,1.043,1.567
3.578051,-0.279,1.101,1.090,1.574
3.578177,-0.252,1.066,1.140,1.581
3.596472,-0.226,1.017,1.195,1.585
3.600214,0.046,0.436,1.611,1.670
3.602620,0.081,0.337,1.656,1.692
3.605353,0.117,0.243,1.694,1.716
3.607661,0.153,0.146,1.727,1.740
3.610427,0.185,0.054,1.762,1.773
3.615969,0.218,-0.041,1.793,1.807
3.616283,0.247,-0.136,1.822,1.844
3.618029,0.271,-0.223,1.845,1.878
3.620462,0.294,-0.305,1.866,1.913
3.622990,0.316,-0.388,1.883,1.948
3.625616,0.334,-0.463,1.898,1.982
3.634124,0.353,-0.541,1.910,2.017
3.638352,0.420,-0.827,1.938,2.149
3.640568,0.443,-0.880,1.941,2.177
3.643305,0.461,-0.929,1.940,2.200
3.653388,0.482,-0.970,1.942,2.224
3.655862,0.588,-1.105,1.943,2.312
3.658279,0.625,-1.132,1.939,2.331
3.660835,0.661,-1.154,1.937,2.350
3.669796,0.698,-1.169,1.936,2.367
3.673328,0.881,-1.175,1.931,2.426
3.675874,0.936,-1.160,1.935,2.442
3.687254,0.991,-1.140,1.938,2.457
3.690831,1.273,-1.022,1.962,2.552
3.693466,1.327,-0.999,1.965,2.573
3.704520,1.375,-0.976,1.968,2.592
3.708348,1.561,-0.900,1.964,2.665
3.721413,1.583,-0.892,1.961,2.673
3.725957,1.671,-0.867,1.938,2.702
3.738019,1.679,-0.862,1.934,2.702
3.741251,1.684,-0.826,1.891,2.664
3.743594,1.682,-0.815,1.873,2.646
3.754109,1.679,-0.796,1.853,2.624
3.758667,1.665,-0.646,1.749,2.500
3.770116,1.657,-0.602,1.733,2.472
3.773800,1.581,-0.250,1.652,2.300
3.776439,1.563,-0.165,1.629,2.264
3.786811,1.541,-0.082,1.608,2.228
3.791292,1.338,0.269,1.452,1.993
3.803138,1.283,0.315,1.419,1.939
3.806371,0.955,0.455,1.248,1.636
3.809221,0.887,0.465,1.199,1.562
3.819767,0.823,0.478,1.149,1.492
3.824408,0.529,0.562,0.875,1.167
3.826957,0.481,0.583,0.812,1.109
3.836187,0.435,0.605,0.748,1.056
3.839739,0.290,0.701,0.460,0.887
3.842030,0.268,0.731,0.392,0.872
3.852893,0.242,0.763,0.332,0.867
3.857222,0.153,0.937,0.080,0.953
3.859682,0.135,0.963,0.044,0.974
3.869373,0.121,0.986,0.011,0.993
3.872232,0.054,1.022,-0.102,1.029
3.874794,0.034,1.019,-0.126,1.027
3.886076,0.014,1.011,-0.150,1.023
3.889944,-0.106,0.911,-0.237,0.948
3.892345,-0.131,0.881,-0.253,0.926
3.902780,-0.154,0.851,-0.264,0.904
3.907464,-0.243,0.700,-0.313,0.805
3.909976,-0.251,0.671,-0.324,0.787
3.919316,-0.252,0.645,-0.332,0.768
3.922581,-0.241,0.520,-0.383,0.690
3.925221,-0.231,0.477,-0.395,0.661
3.936075,-0.226,0.418,-0.419,0.633
3.940251,-0.254,0.127,-0.477,0.555
3.942727,-0.264,0.069,-0.474,0.547
3.952831,-0.280,0.007,-0.468,0.545
3.955510,-0.342,-0.221,-0.413,0.580
3.957938,-0.354,-0.272,-0.395,0.596
3.960401,-0.369,-0.320,-0.378,0.618
3.969534,-0.379,-0.364,-0.364,0.639
3.973003,-0.387,-0.481,-0.316,0.694
3.975697,-0.378,-0.494,-0.309,0.694
3.988402,-0.365,-0.507,-0.303,0.694
3.992796,-0.206,-0.424,-0.296,0.556
4.004221,-0.171,-0.386,-0.290,0.512
4.008213,-0.014,-0.235,-0.228,0.328
4.010961,0.001,-0.217,-0.203,0.297
4.021205,0.008,-0.202,-0.172,0.266
4.023806,0.005,-0.206,-0.039,0.210
4.038092,-0.007,-0.229,0.026,0.230
4.041051,-0.008,-0.308,0.152,0.344
4.043454,0.001,-0.331,0.166,0.370
4.054333,0.009,-0.357,0.171,0.396
4.058659,0.102,-0.508,0.163,0.543
4.071227,0.126,-0.538,0.159,0.575
4.073730,0.263,-0.697,0.118,0.754
4.076414,0.287,-0.733,0.109,0.794
4.087915,0.314,-0.771,0.094,0.838
4.091336,0.410,-0.984,-0.015,1.066
4.093774,0.421,-1.022,-0.048,1.107
4.104617,0.428,-1.064,-0.085,1.150
4.108927,0.435,-1.199,-0.355,1.324
4.121484,0.436,-1.186,-0.425,1.333
4.124157,0.417,-0.752,-0.800,1.174
4.126574,0.393,-0.615,-0.878,1.141
4.138214,0.361,-0.467,-0.952,1.120
4.141666,-0.153,0.648,-1.335,1.492
4.154918,-0.379,0.887,-1.411,1.709
4.159303,-2.251,1.167,-1.847,3.137
4.171213,-2.513,1.054,-1.929,3.339
4.174744,-3.360,0.364,-2.326,4.103
4.177272,-3.454,0.272,-2.390,4.209
4.188547,-3.527,0.204,-2.446,4.297
4.191845,-3.610,0.062,-2.595,4.446
4.205250,-3.582,0.043,-2.609,4.431
4.209785,-3.334,-0.088,-2.519,4.179
4.222328,-3.278,-0.101,-2.466,4.103
4.225212,-2.940,-0.156,-2.167,3.655
4.227302,-2.859,-0.144,-2.103,3.552
4.239544,-2.776,-0.129,-2.039,3.446
4.242509,-2.314,-0.126,-1.712,2.881
4.256045,-2.229,-0.136,-1.652,2.778
4.259778,-1.784,-0.235,-1.387,2.272
4.272691,-1.712,-0.277,-1.360,2.204
4.289815,-1.374,-0.321,-1.307,1.923
4.292429,-1.088,-0.448,-1.211,1.689
4.306482,-1.037,-0.474,-1.192,1.649
4.310927,-0.669,-0.832,-1.092,1.527
4.324466,-0.596,-0.930,-1.071,1.538
4.341305,-0.282,-1.301,-0.928,1.623
4.358156,-0.090,-1.105,-0.792,1.363
4.375007,0.217,-0.566,-0.730,0.949
4.391918,0.510,-0.033,-0.801,0.950
4.408926,0.730,0.595,-1.008,1.379
4.425737,0.682,0.934,-1.140,1.624
4.428615,0.381,0.860,-1.165,1.498
4.431198,0.335,0.798,-1.158,1.446
4.433542,0.288,0.713,-1.141,1.376
4.436107,0.242,0.609,-1.113,1.292
4.438757,0.202,0.494,-1.084,1.208
4.441426,0.170,0.369,-1.049,1.125
4.443731,0.143,0.233,-1.011,1.047
4.448882,0.122,0.088,-0.968,0.980
4.449528,0.104,-0.056,-0.930,0.937
4.451210,0.093,-0.204,-0.886,0.914
4.453784,0.086,-0.347,-0.841,0.914
4.456420,0.084,-0.487,-0.796,0.937
4.458741,0.085,-0.622,-0.754,0.981
4.469047,0.090,-0.742,-0.708,1.030
4.471505,0.148,-1.077,-0.516,1.203
4.474168,0.166,-1.125,-0.467,1.229
4.476596,0.184,-1.160,-0.416,1.246
4.485994,0.203,-1.183,-0.363,1.254
4.489174,0.273,-1.156,-0.128,1.195
4.491641,0.289,-1.118,-0.066,1.157
4.503195,0.308,-1.072,-0.006,1.116
4.506903,0.413,-0.758,0.287,0.910
4.509679,0.440,-0.680,0.345,0.880
4.520093,0.467,-0.598,0.404,0.860
4.524483,0.632,-0.169,0.699,0.958
4.526987,0.669,-0.074,0.756,1.013
4.537057,0.707,0.022,0.813,1.077
4.539610,0.844,0.414,1.014,1.383
4.542025,0.871,0.502,1.057,1.459
4.554007,0.894,0.584,1.094,1.529
4.557447,0.963,0.966,1.201,1.817
4.559774,0.964,1.040,1.208,1.863
4.571737,0.957,1.110,1.208,1.900
4.575306,0.856,1.457,1.169,2.054
4.577711,0.824,1.506,1.149,2.066
4.587839,0.784,1.543,1.136,2.070
4.603172,0.612,1.548,1.049,1.968
4.618388,0.456,1.124,0.841,1.476
4.622349,0.576,0.225,0.560,0.835
4.624950,0.590,0.079,0.518,0.789
4.635167,0.595,-0.066,0.467,0.759
4.639934,0.528,-0.622,0.233,0.848
4.642314,0.502,-0.678,0.198,0.867
4.652054,0.477,-0.717,0.160,0.875
4.655228,0.370,-0.642,0.071,0.745
4.657934,0.350,-0.572,0.054,0.672
4.660311,0.329,-0.489,0.037,0.590
4.669968,0.307,-0.399,0.020,0.504
4.672806,0.216,-0.040,0.005,0.220
4.675624,0.188,0.055,0.012,0.196
4.687879,0.165,0.150,0.017,0.223
4.690712,0.096,0.658,-0.033,0.666
4.705994,0.105,0.774,-0.050,0.782
4.710596,0.220,1.533,-0.210,1.563
4.723833,0.220,1.561,-0.246,1.596
4.742522,0.092,1.018,-0.587,1.178
4.765165,0.010,0.317,-0.878,0.933
4.782153,0.318,-0.149,-0.795,0.869
4.798863,0.538,-0.543,-0.683,1.025
4.815870,0.474,-0.684,-0.514,0.978
4.832983,0.134,-0.865,-0.395,0.960
4.849612,-0.284,-0.846,-0.292,0.939
4.854167,-0.505,-0.363,-0.203,0.655
4.856707,-0.513,-0.267,-0.183,0.607
4.859220,-0.515,-0.164,-0.162,0.564
4.867175,-0.516,-0.051,-0.142,0.538
4.872433,-0.478,0.430,-0.039,0.644
4.874338,-0.459,0.550,-0.006,0.716
4.876743,-0.443,0.669,0.043,0.804
4.884958,-0.423,0.789,0.096,0.900
4.889304,-0.364,1.145,0.294,1.237
4.891759,-0.354,1.200,0.337,1.296
4.902027,-0.347,1.248,0.378,1.349
4.906841,-0.335,1.371,0.611,1.538
4.909588,-0.335,1.379,0.665,1.567
4.919360,-0.337,1.382,0.722,1.595
4.922114,-0.326,1.362,0.988,1.714
4.924566,-0.319,1.347,1.059,1.743
4.927142,-0.309,1.328,1.130,1.771
4.937247,-0.298,1.301,1.204,1.797
4.942125,-0.218,1.066,1.505,1.857
4.954417,-0.200,0.998,1.553,1.857
4.957464,-0.106,0.621,1.722,1.833
4.959915,-0.086,0.546,1.742,1.827
4.971618,-0.069,0.466,1.759,1.821
4.974930,0.025,0.077,1.821,1.822
4.977597,0.043,0.004,1.831,1.832
4.988877,0.061,-0.069,1.843,1.845
4.992524,0.150,-0.313,1.888,1.919
5.009393,0.169,-0.346,1.896,1.935
5.028037,0.352,-0.578,2.005,2.116
5.030522,0.654,-0.689,2.116,2.319
5.035512,0.750,-0.690,2.136,2.366
5.037896,0.798,-0.690,2.142,2.388
5.040562,0.845,-0.691,2.143,2.405
5.043026,0.888,-0.692,2.141,2.419
5.049231,0.929,-0.696,2.141,2.436
5.053493,1.048,-0.719,2.147,2.494
5.055954,1.084,-0.733,2.140,2.508
5.058347,1.114,-0.747,2.138,2.524
5.061248,1.144,-0.764,2.135,2.540
5.067569,1.168,-0.782,2.131,2.553
5.070947,1.227,-0.840,2.126,2.595
5.073519,1.247,-0.860,2.128,2.613
5.075986,1.262,-0.876,2.127,2.624
5.085457,1.277,-0.892,2.125,2.635
5.088549,1.327,-0.950,2.110,2.668
5.091108,1.337,-0.956,2.103,2.669
5.093526,1.348,-0.955,2.093,2.667
5.103032,1.358,-0.956,2.084,2.665
5.106164,1.403,-0.926,2.007,2.618
5.108564,1.416,-0.909,1.981,2.600
5.124067,1.428,-0.888,1.960,2.583
5.143098,1.480,-0.584,1.760,2.373
5.160193,1.395,-0.197,1.455,2.025
5.177713,1.185,0.134,1.165,1.668
5.194592,0.823,0.438,0.705,1.169
5.199331,0.404,0.691,0.136,0.812
5.201898,0.359,0.737,0.085,0.824
5.204105,0.316,0.784,0.035,0.846
5.206601,0.275,0.837,-0.011,0.881
5.209390,0.233,0.881,-0.056,0.913
5.216288,0.198,0.923,-0.096,0.949
5.219244,0.083,1.035,-0.204,1.058
5.221754,0.046,1.066,-0.235,1.092
5.224424,0.011,1.094,-0.268,1.127
5.226822,-0.024,1.120,-0.297,1.159
5.236482,-0.058,1.141,-0.327,1.189
5.239656,-0.202,1.176,-0.430,1.269
5.242137,-0.240,1.170,-0.449,1.276
5.254108,-0.279,1.163,-0.472,1.285
5.257414,-0.465,1.018,-0.525,1.236
5.259786,-0.499,0.975,-0.530,1.217
5.272261,-0.528,0.934,-0.534,1.198
5.275049,-0.626,0.714,-0.541,1.093
5.277762,-0.638,0.675,-0.544,1.076
5.290033,-0.644,0.634,-0.545,1.056
5.292498,-0.646,0.389,-0.574,0.948
5.307585,-0.644,0.334,-0.584,0.931
5.310124,-0.630,-0.027,-0.592,0.865
5.324983,-0.633,-0.093,-0.590,0.871
5.327780,-0.663,-0.450,-0.533,0.962
5.342531,-0.666,-0.494,-0.522,0.980
5.360488,-0.644,-0.658,-0.457,1.028
5.378115,-0.523,-0.651,-0.423,0.936
5.380778,-0.385,-0.593,-0.408,0.816
5.385359,-0.348,-0.562,-0.400,0.773
5.387873,-0.332,-0.543,-0.396,0.750
5.390505,-0.316,-0.524,-0.393,0.727
5.393178,-0.299,-0.500,-0.389,0.700
5.399585,-0.283,-0.474,-0.383,0.672
5.402974,-0.224,-0.370,-0.370,0.569
5.405489,-0.204,-0.328,-0.365,0.531
5.407949,-0.184,-0.285,-0.362,0.496
5.410783,-0.159,-0.237,-0.360,0.460
5.420281,-0.134,-0.186,-0.356,0.423
5.423347,-0.008,0.071,-0.311,0.319
5.426008,0.029,0.131,-0.299,0.328
5.438109,0.071,0.188,-0.286,0.350
5.441081,0.249,0.373,-0.310,0.545
5.443519,0.277,0.390,-0.331,0.582
5.455998,0.300,0.394,-0.360,0.612
5.458716,0.374,0.255,-0.577,0.734
5.473280,0.386,0.205,-0.628,0.766
5.476549,0.461,-0.108,-0.944,1.056
5.491544,0.479,-0.156,-0.986,1.108
5.494263,0.584,-0.393,-1.227,1.415
5.509066,0.602,-0.421,-1.264,1.463
5.526947,0.692,-0.535,-1.477,1.717
